customer_id,signup_date,signup_quarter,region,segment,plan,billing_cycle,acquisition_channel,engagement_score,monthly_price_usd,churn_month,churn_reason,risk_at_month_3,risk_at_month_12,status_month_3,status_month_12,months_billed,observed_revenue_12m_usd
RC-00204,2024-08-23,Q3 2024,Europe,Individual,Basic,Monthly,Referral,0.836,15,,,False,False,Active,Active,12,180
RC-00205,2024-06-10,Q2 2024,North America,Freelancer,Premium,Annual,Partner,0.713,41.65,,,False,False,Active,Renewed,12,499.8
RC-00206,2024-12-03,Q4 2024,Europe,Individual,Premium,Monthly,Organic,0.396,49,9,Low usage,False,False,Active,Churned,9,441
RC-00207,2024-07-22,Q3 2024,North America,Small Business,Standard,Monthly,Social,0.989,29,,,False,False,Active,Active,12,348
RC-00208,2024-10-19,Q4 2024,North America,Individual,Basic,Monthly,Paid Search,0.745,15,,,False,False,Active,Active,12,180
RC-00209,2024-11-24,Q4 2024,North America,Individual,Premium,Monthly,Referral,0.813,49,,,False,False,Active,Active,12,588
RC-00210,2024-03-09,Q1 2024,Asia-Pacific,Individual,Basic,Monthly,Paid Search,0.668,15,,,True,False,At risk,Active,12,180
RC-00211,2024-11-25,Q4 2024,Europe,Freelancer,Standard,Monthly,Referral,0.677,29,,,False,False,Active,Active,12,348
RC-00212,2024-10-24,Q4 2024,Asia-Pacific,Individual,Premium,Monthly,Paid Search,0.397,49,3,Changed needs,False,False,Churned,Churned,3,147
RC-00213,2024-10-10,Q4 2024,Europe,Small Business,Standard,Annual,Paid Search,0.593,24.65,,,False,False,Active,Renewed,12,295.8
RC-00214,2024-07-15,Q3 2024,North America,Individual,Standard,Monthly,Organic,0.726,29,,,False,False,Active,Active,12,348
RC-00215,2024-09-15,Q3 2024,North America,Small Business,Standard,Monthly,Referral,0.782,29,,,False,False,Active,Active,12,348
RC-00216,2024-12-01,Q4 2024,Asia-Pacific,Individual,Basic,Monthly,Organic,0.882,15,,,False,False,Active,Active,12,180
RC-00217,2024-06-11,Q2 2024,Europe,Freelancer,Premium,Annual,Paid Search,0.729,41.65,,,False,False,Active,Renewed,12,499.8
RC-00218,2024-09-28,Q3 2024,North America,Individual,Premium,Monthly,Paid Search,0.66,49,,,False,False,Active,Active,12,588
RC-00219,2024-10-27,Q4 2024,Asia-Pacific,Small Business,Standard,Monthly,Referral,0.843,29,,,False,True,Active,At risk,12,348
RC-00220,2024-11-22,Q4 2024,Europe,Freelancer,Standard,Monthly,Referral,0.373,29,,,False,False,Active,Active,12,348
RC-00221,2024-06-08,Q2 2024,Europe,Freelancer,Basic,Annual,Referral,0.634,12.75,,,False,False,Active,Renewed,12,153.0
RC-00222,2024-01-27,Q1 2024,Other,Individual,Premium,Annual,Paid Search,0.871,41.65,,,True,False,At risk,Renewed,12,499.8
RC-00223,2024-07-02,Q3 2024,Other,Individual,Basic,Monthly,Referral,0.81,15,,,False,False,Active,Active,12,180
RC-00224,2024-12-26,Q4 2024,Other,Freelancer,Premium,Monthly,Social,0.633,49,,,False,False,Active,Active,12,588
RC-00225,2024-12-11,Q4 2024,North America,Individual,Basic,Monthly,Paid Search,0.766,15,,,False,False,Active,Active,12,180
RC-00226,2024-04-01,Q2 2024,North America,Individual,Standard,Monthly,Partner,0.677,29,6,Product experience,False,False,Active,Churned,6,174
RC-00227,2024-09-27,Q3 2024,North America,Small Business,Standard,Annual,Social,0.467,24.65,,,False,True,Active,At risk,12,295.8
RC-00228,2024-06-14,Q2 2024,Asia-Pacific,Individual,Standard,Monthly,Referral,0.719,29,,,False,False,Active,Active,12,348
RC-00229,2024-09-15,Q3 2024,North America,Freelancer,Basic,Monthly,Organic,0.473,15,,,False,False,Active,Active,12,180
RC-00230,2024-01-11,Q1 2024,Other,Freelancer,Basic,Monthly,Organic,0.6,15,,,False,False,Active,Active,12,180
RC-00231,2024-06-11,Q2 2024,Europe,Small Business,Basic,Monthly,Organic,0.595,15,,,False,False,Active,Active,12,180
RC-00232,2024-06-22,Q2 2024,North America,Freelancer,Basic,Monthly,Organic,0.898,15,,,False,False,Active,Active,12,180
RC-00233,2024-07-09,Q3 2024,North America,Freelancer,Premium,Monthly,Organic,0.896,49,,,False,False,Active,Active,12,588
RC-00234,2024-09-15,Q3 2024,Europe,Individual,Premium,Monthly,Organic,0.323,49,,,True,True,At risk,At risk,12,588
RC-00235,2024-02-06,Q1 2024,North America,Freelancer,Enterprise,Annual,Referral,0.591,75.65,,,False,False,Active,Renewed,12,907.8
RC-00236,2024-12-25,Q4 2024,Europe,Small Business,Standard,Monthly,Organic,0.18,29,,,True,True,At risk,At risk,12,348
RC-00237,2024-03-10,Q1 2024,Europe,Individual,Standard,Monthly,Social,0.228,29,6,Alternative,True,False,At risk,Churned,6,174
RC-00238,2024-04-11,Q2 2024,North America,Individual,Standard,Monthly,Organic,0.266,29,,,True,True,At risk,At risk,12,348
RC-00239,2024-05-18,Q2 2024,Europe,Individual,Standard,Monthly,Organic,0.833,29,8,Price,False,False,Active,Churned,8,232
RC-00240,2024-05-08,Q2 2024,Asia-Pacific,Individual,Basic,Monthly,Paid Search,0.594,15,,,True,False,At risk,Active,12,180
RC-00241,2024-11-07,Q4 2024,Asia-Pacific,Freelancer,Standard,Monthly,Social,0.159,29,8,Changed needs,True,False,At risk,Churned,8,232
RC-00242,2024-06-12,Q2 2024,North America,Small Business,Standard,Monthly,Referral,0.619,29,3,Price,False,False,Churned,Churned,3,87
RC-00243,2024-10-11,Q4 2024,North America,Individual,Standard,Monthly,Referral,0.683,29,6,Alternative,False,False,Active,Churned,6,174
RC-00244,2024-10-18,Q4 2024,North America,Individual,Premium,Monthly,Paid Search,0.21,49,,,True,True,At risk,At risk,12,588
RC-00245,2024-04-13,Q2 2024,Other,Freelancer,Standard,Monthly,Referral,0.629,29,,,False,False,Active,Active,12,348
RC-00246,2024-03-11,Q1 2024,Asia-Pacific,Individual,Premium,Annual,Partner,0.457,41.65,,,False,False,Active,Renewed,12,499.8
RC-00247,2024-03-22,Q1 2024,Europe,Freelancer,Basic,Monthly,Organic,0.5,15,,,False,False,Active,Active,12,180
RC-00248,2024-09-07,Q3 2024,North America,Individual,Basic,Monthly,Partner,0.145,15,,,True,True,At risk,At risk,12,180
RC-00249,2024-03-07,Q1 2024,North America,Individual,Premium,Monthly,Paid Search,0.52,49,,,False,False,Active,Active,12,588
RC-00250,2024-02-28,Q1 2024,Other,Individual,Premium,Annual,Social,0.434,41.65,12,Low usage,False,False,Active,Churned,12,499.8
RC-00251,2024-09-09,Q3 2024,North America,Freelancer,Enterprise,Monthly,Paid Search,0.793,89,,,False,False,Active,Active,12,1068
RC-00252,2024-10-11,Q4 2024,Europe,Small Business,Premium,Monthly,Paid Search,0.464,49,2,Low usage,False,False,Churned,Churned,2,98
RC-00253,2024-02-26,Q1 2024,Other,Small Business,Basic,Monthly,Organic,0.521,15,,,False,False,Active,Active,12,180
RC-00254,2024-12-13,Q4 2024,Europe,Small Business,Premium,Monthly,Partner,0.602,49,,,False,False,Active,Active,12,588
RC-00255,2024-03-28,Q1 2024,North America,Freelancer,Basic,Monthly,Referral,0.423,15,,,False,False,Active,Active,12,180
RC-00256,2024-06-11,Q2 2024,Asia-Pacific,Individual,Standard,Monthly,Organic,0.584,29,,,False,False,Active,Active,12,348
RC-00257,2024-09-03,Q3 2024,Other,Small Business,Standard,Monthly,Organic,0.74,29,,,False,False,Active,Active,12,348
RC-00258,2024-06-12,Q2 2024,North America,Small Business,Basic,Monthly,Social,0.282,15,9,Price,True,False,At risk,Churned,9,135
RC-00259,2024-05-27,Q2 2024,Asia-Pacific,Small Business,Premium,Monthly,Organic,0.365,49,,,False,False,Active,Active,12,588
RC-00260,2024-07-12,Q3 2024,North America,Individual,Standard,Monthly,Social,0.696,29,,,False,False,Active,Active,12,348
RC-00261,2024-09-01,Q3 2024,North America,Small Business,Premium,Annual,Organic,0.86,41.65,,,False,False,Active,Renewed,12,499.8
RC-00262,2024-12-25,Q4 2024,Other,Freelancer,Standard,Annual,Paid Search,0.837,24.65,,,False,True,Active,At risk,12,295.8
RC-00263,2024-10-28,Q4 2024,Europe,Team,Basic,Monthly,Social,0.544,15,,,False,False,Active,Active,12,180
RC-00264,2024-09-07,Q3 2024,Asia-Pacific,Individual,Enterprise,Monthly,Organic,0.769,89,,,False,False,Active,Active,12,1068
RC-00265,2024-05-11,Q2 2024,North America,Freelancer,Basic,Monthly,Organic,0.377,15,9,Low usage,False,False,Active,Churned,9,135
RC-00266,2024-06-21,Q2 2024,North America,Individual,Basic,Monthly,Partner,0.536,15,,,False,False,Active,Active,12,180
RC-00267,2024-07-24,Q3 2024,Other,Small Business,Premium,Monthly,Partner,0.742,49,,,False,False,Active,Active,12,588
RC-00268,2024-03-24,Q1 2024,Europe,Small Business,Premium,Monthly,Paid Search,0.704,49,,,False,False,Active,Active,12,588
RC-00269,2024-10-20,Q4 2024,Asia-Pacific,Individual,Standard,Monthly,Organic,0.7,29,,,False,False,Active,Active,12,348
RC-00270,2024-10-24,Q4 2024,North America,Individual,Basic,Monthly,Organic,0.624,15,1,Changed needs,False,False,Churned,Churned,1,15
RC-00271,2024-09-21,Q3 2024,Asia-Pacific,Individual,Basic,Monthly,Referral,0.826,15,,,True,False,At risk,Active,12,180
RC-00272,2024-06-23,Q2 2024,Asia-Pacific,Individual,Basic,Annual,Organic,0.749,12.75,,,False,False,Active,Renewed,12,153.0
RC-00273,2024-12-12,Q4 2024,Europe,Individual,Basic,Monthly,Partner,0.724,15,,,False,False,Active,Active,12,180
RC-00274,2024-05-20,Q2 2024,North America,Small Business,Basic,Monthly,Organic,0.732,15,,,False,False,Active,Active,12,180
RC-00275,2024-01-28,Q1 2024,North America,Individual,Basic,Monthly,Social,0.751,15,,,False,False,Active,Active,12,180
RC-00276,2024-02-21,Q1 2024,Asia-Pacific,Individual,Premium,Monthly,Social,0.83,49,,,False,False,Active,Active,12,588
RC-00277,2024-04-15,Q2 2024,Europe,Individual,Premium,Annual,Organic,0.946,41.65,,,False,False,Active,Renewed,12,499.8
RC-00278,2024-07-20,Q3 2024,Europe,Individual,Standard,Monthly,Referral,0.889,29,2,Low usage,False,False,Churned,Churned,2,58
RC-00279,2024-08-16,Q3 2024,North America,Individual,Premium,Monthly,Organic,0.537,49,,,False,False,Active,Active,12,588
RC-00280,2024-05-26,Q2 2024,Europe,Small Business,Basic,Monthly,Referral,0.837,15,4,Low usage,True,False,At risk,Churned,4,60
RC-00281,2024-07-25,Q3 2024,North America,Individual,Basic,Monthly,Social,0.47,15,6,Price,False,False,Active,Churned,6,90
RC-00282,2024-10-22,Q4 2024,North America,Individual,Standard,Monthly,Partner,0.554,29,,,False,True,Active,At risk,12,348
RC-00283,2024-02-22,Q1 2024,Other,Individual,Basic,Monthly,Social,0.65,15,7,Price,False,False,Active,Churned,7,105
RC-00284,2024-06-13,Q2 2024,Other,Individual,Basic,Monthly,Organic,0.657,15,,,False,False,Active,Active,12,180
RC-00285,2024-05-15,Q2 2024,Other,Individual,Standard,Annual,Organic,0.836,24.65,,,False,False,Active,Renewed,12,295.8
RC-00286,2024-10-23,Q4 2024,Asia-Pacific,Small Business,Basic,Monthly,Paid Search,0.21,15,,,True,True,At risk,At risk,12,180
RC-00287,2024-08-02,Q3 2024,Europe,Individual,Basic,Monthly,Referral,0.362,15,,,False,True,Active,At risk,12,180
RC-00288,2024-05-14,Q2 2024,Asia-Pacific,Freelancer,Standard,Monthly,Organic,0.512,29,2,Changed needs,False,False,Churned,Churned,2,58
RC-00289,2024-06-04,Q2 2024,North America,Individual,Standard,Annual,Paid Search,0.983,24.65,,,False,False,Active,Renewed,12,295.8
RC-00290,2024-08-07,Q3 2024,Asia-Pacific,Freelancer,Premium,Monthly,Organic,0.526,49,1,Price,False,False,Churned,Churned,1,49
RC-00291,2024-09-28,Q3 2024,Other,Small Business,Premium,Monthly,Organic,0.295,49,1,Alternative,False,False,Churned,Churned,1,49
RC-00292,2024-01-04,Q1 2024,North America,Individual,Enterprise,Monthly,Paid Search,0.498,89,,,False,False,Active,Active,12,1068
RC-00293,2024-06-19,Q2 2024,Asia-Pacific,Small Business,Basic,Monthly,Referral,0.754,15,3,Alternative,False,False,Churned,Churned,3,45
RC-00294,2024-06-11,Q2 2024,Other,Small Business,Premium,Monthly,Paid Search,0.918,49,,,True,False,At risk,Active,12,588
RC-00295,2024-12-03,Q4 2024,North America,Small Business,Premium,Monthly,Organic,0.78,49,,,False,False,Active,Active,12,588
RC-00296,2024-09-13,Q3 2024,North America,Small Business,Basic,Monthly,Organic,0.49,15,,,False,False,Active,Active,12,180
RC-00297,2024-01-21,Q1 2024,North America,Freelancer,Basic,Monthly,Partner,0.779,15,1,Product experience,False,False,Churned,Churned,1,15
RC-00298,2024-05-03,Q2 2024,Other,Individual,Standard,Monthly,Social,0.917,29,6,Product experience,False,False,Active,Churned,6,174
RC-00299,2024-11-07,Q4 2024,Europe,Freelancer,Standard,Monthly,Partner,0.546,29,,,False,False,Active,Active,12,348
RC-00300,2024-12-01,Q4 2024,North America,Individual,Standard,Annual,Social,0.41,24.65,1,Alternative,False,False,Churned,Churned,1,24.65
RC-00301,2024-03-01,Q1 2024,Asia-Pacific,Freelancer,Standard,Monthly,Paid Search,0.471,29,,,False,False,Active,Active,12,348
RC-00302,2024-07-23,Q3 2024,North America,Individual,Basic,Monthly,Paid Search,0.908,15,,,False,False,Active,Active,12,180
RC-00303,2024-09-16,Q3 2024,Other,Individual,Standard,Monthly,Referral,0.509,29,,,False,False,Active,Active,12,348
RC-00304,2024-07-09,Q3 2024,Asia-Pacific,Small Business,Basic,Monthly,Social,0.727,15,,,False,False,Active,Active,12,180
RC-00305,2024-08-14,Q3 2024,Europe,Individual,Premium,Monthly,Partner,0.566,49,,,False,False,Active,Active,12,588
RC-00306,2024-10-21,Q4 2024,Europe,Individual,Premium,Annual,Organic,0.356,41.65,,,True,False,At risk,Renewed,12,499.8
RC-00307,2024-10-11,Q4 2024,North America,Individual,Standard,Monthly,Social,0.076,29,,,True,True,At risk,At risk,12,348
RC-00308,2024-05-04,Q2 2024,Other,Small Business,Premium,Monthly,Paid Search,0.569,49,,,False,False,Active,Active,12,588
RC-00309,2024-01-02,Q1 2024,North America,Small Business,Standard,Monthly,Referral,0.896,29,,,False,False,Active,Active,12,348
RC-00310,2024-03-01,Q1 2024,Asia-Pacific,Individual,Standard,Annual,Paid Search,0.292,24.65,,,True,True,At risk,At risk,12,295.8
RC-00311,2024-11-11,Q4 2024,Asia-Pacific,Individual,Standard,Annual,Referral,0.489,24.65,4,Changed needs,True,False,At risk,Churned,4,98.6
RC-00312,2024-06-06,Q2 2024,North America,Individual,Enterprise,Annual,Referral,0.864,75.65,,,False,False,Active,Renewed,12,907.8
RC-00313,2024-03-07,Q1 2024,Europe,Individual,Basic,Monthly,Organic,0.454,15,,,False,False,Active,Active,12,180
RC-00314,2024-10-03,Q4 2024,North America,Individual,Basic,Monthly,Social,0.487,15,,,False,False,Active,Active,12,180
RC-00315,2024-10-11,Q4 2024,North America,Individual,Standard,Monthly,Paid Search,0.812,29,,,False,False,Active,Active,12,348
RC-00316,2024-10-14,Q4 2024,North America,Team,Standard,Annual,Organic,0.337,24.65,,,False,True,Active,At risk,12,295.8
RC-00317,2024-12-17,Q4 2024,Asia-Pacific,Individual,Basic,Monthly,Organic,0.43,15,1,Product experience,False,False,Churned,Churned,1,15
RC-00318,2024-06-23,Q2 2024,Asia-Pacific,Individual,Basic,Annual,Paid Search,0.284,12.75,1,Price,False,False,Churned,Churned,1,12.75
RC-00319,2024-06-20,Q2 2024,Other,Small Business,Premium,Monthly,Organic,0.655,49,,,False,False,Active,Active,12,588
RC-00320,2024-09-04,Q3 2024,Asia-Pacific,Small Business,Basic,Monthly,Paid Search,0.717,15,3,Low usage,False,False,Churned,Churned,3,45
RC-00321,2024-02-07,Q1 2024,Europe,Small Business,Standard,Monthly,Referral,0.496,29,,,False,False,Active,Active,12,348
RC-00322,2024-01-21,Q1 2024,Europe,Small Business,Standard,Annual,Organic,0.563,24.65,,,False,False,Active,Renewed,12,295.8
RC-00323,2024-07-11,Q3 2024,North America,Small Business,Basic,Monthly,Paid Search,0.901,15,,,False,False,Active,Active,12,180
RC-00324,2024-08-12,Q3 2024,North America,Freelancer,Standard,Monthly,Paid Search,0.315,29,,,True,True,At risk,At risk,12,348
RC-00325,2024-03-14,Q1 2024,Other,Small Business,Basic,Monthly,Referral,0.401,15,,,False,False,Active,Active,12,180
RC-00326,2024-07-15,Q3 2024,Asia-Pacific,Freelancer,Premium,Monthly,Organic,0.407,49,9,Price,False,False,Active,Churned,9,441
RC-00327,2024-11-04,Q4 2024,Other,Individual,Basic,Monthly,Paid Search,0.523,15,3,Changed needs,False,False,Churned,Churned,3,45
RC-00328,2024-10-04,Q4 2024,Other,Small Business,Premium,Monthly,Organic,0.49,49,,,False,False,Active,Active,12,588
RC-00329,2024-12-20,Q4 2024,Other,Freelancer,Basic,Monthly,Paid Search,0.386,15,,,False,False,Active,Active,12,180
RC-00330,2024-02-26,Q1 2024,Asia-Pacific,Individual,Standard,Monthly,Paid Search,0.268,29,,,True,True,At risk,At risk,12,348
RC-00331,2024-08-04,Q3 2024,Europe,Individual,Enterprise,Annual,Social,0.655,75.65,,,False,False,Active,Renewed,12,907.8
RC-00332,2024-05-17,Q2 2024,Other,Freelancer,Basic,Monthly,Paid Search,0.87,15,,,False,False,Active,Active,12,180
RC-00333,2024-11-09,Q4 2024,Asia-Pacific,Individual,Basic,Monthly,Organic,0.698,15,9,Price,False,False,Active,Churned,9,135
RC-00334,2024-05-25,Q2 2024,North America,Individual,Standard,Monthly,Organic,0.634,29,5,Low usage,False,False,Active,Churned,5,145
RC-00335,2024-09-19,Q3 2024,Europe,Team,Standard,Monthly,Referral,0.556,29,,,False,False,Active,Active,12,348
RC-00336,2024-05-26,Q2 2024,Asia-Pacific,Individual,Premium,Annual,Organic,0.526,41.65,,,False,False,Active,Renewed,12,499.8
RC-00337,2024-11-28,Q4 2024,Asia-Pacific,Freelancer,Standard,Monthly,Organic,0.793,29,,,False,False,Active,Active,12,348
RC-00338,2024-11-12,Q4 2024,Europe,Individual,Standard,Annual,Organic,0.826,24.65,,,False,False,Active,Renewed,12,295.8
RC-00339,2024-12-20,Q4 2024,North America,Individual,Standard,Monthly,Organic,0.225,29,,,True,True,At risk,At risk,12,348
RC-00340,2024-09-24,Q3 2024,Asia-Pacific,Freelancer,Basic,Monthly,Organic,0.374,15,,,False,False,Active,Active,12,180
RC-00341,2024-12-26,Q4 2024,Europe,Small Business,Premium,Monthly,Organic,0.594,49,,,True,False,At risk,Active,12,588
RC-00342,2024-02-13,Q1 2024,North America,Small Business,Premium,Annual,Organic,0.391,41.65,8,Alternative,False,False,Active,Churned,8,333.2
RC-00343,2024-09-16,Q3 2024,North America,Individual,Enterprise,Monthly,Referral,0.749,89,,,False,False,Active,Active,12,1068
RC-00344,2024-10-14,Q4 2024,Europe,Individual,Basic,Monthly,Paid Search,0.386,15,6,Alternative,False,False,Active,Churned,6,90
RC-00345,2024-10-02,Q4 2024,Asia-Pacific,Small Business,Basic,Annual,Paid Search,0.392,12.75,5,Alternative,True,False,At risk,Churned,5,63.75
RC-00346,2024-04-16,Q2 2024,North America,Small Business,Enterprise,Annual,Referral,0.173,75.65,,,True,True,At risk,At risk,12,907.8
RC-00347,2024-02-11,Q1 2024,North America,Individual,Standard,Annual,Organic,0.294,24.65,,,True,True,At risk,At risk,12,295.8
RC-00348,2024-10-02,Q4 2024,Europe,Individual,Standard,Monthly,Organic,0.658,29,,,False,False,Active,Active,12,348
RC-00349,2024-03-16,Q1 2024,North America,Small Business,Premium,Annual,Paid Search,0.396,41.65,,,False,False,Active,Renewed,12,499.8
RC-00350,2024-12-01,Q4 2024,North America,Individual,Standard,Monthly,Social,0.331,29,,,False,True,Active,At risk,12,348
RC-00351,2024-11-26,Q4 2024,Other,Individual,Basic,Monthly,Paid Search,0.523,15,5,Product experience,False,False,Active,Churned,5,75
RC-00352,2024-09-07,Q3 2024,Other,Individual,Standard,Monthly,Paid Search,0.838,29,,,False,True,Active,At risk,12,348
RC-00353,2024-02-12,Q1 2024,North America,Freelancer,Standard,Annual,Partner,0.872,24.65,6,Low usage,False,False,Active,Churned,6,147.9
RC-00354,2024-07-02,Q3 2024,North America,Small Business,Standard,Monthly,Referral,0.62,29,,,False,False,Active,Active,12,348
RC-00355,2024-06-23,Q2 2024,Other,Individual,Basic,Monthly,Referral,0.522,15,,,False,False,Active,Active,12,180
RC-00356,2024-03-13,Q1 2024,Asia-Pacific,Individual,Basic,Monthly,Social,0.737,15,,,False,False,Active,Active,12,180
RC-00357,2024-06-26,Q2 2024,North America,Individual,Premium,Monthly,Social,0.932,49,,,False,False,Active,Active,12,588
RC-00358,2024-10-15,Q4 2024,Europe,Freelancer,Basic,Annual,Organic,0.088,12.75,,,True,True,At risk,At risk,12,153.0
RC-00359,2024-11-04,Q4 2024,Asia-Pacific,Team,Standard,Annual,Organic,0.859,24.65,,,False,False,Active,Renewed,12,295.8
RC-00360,2024-06-18,Q2 2024,North America,Freelancer,Basic,Monthly,Paid Search,0.461,15,,,False,False,Active,Active,12,180
